H_1,I_2,J_3
2.66947356567540,6.61875452597364,2.42920391523233
1.77531130831069,12.77622420643840,2.54196628995289
2.97217980212777,9.47314143614022,1.95656131782695
1.67277910888762,1.42020225520520,2.19839432571568
1.79740222185292,8.39378406863690,1.89502071879969
2.85441933163286,1.01807454119528,1.40557946409242
1.41117553153904,6.77009271523757,3.74865627634829
2.52564373624482,3.21317295550089,1.81318222941653
1.28754496514821,8.60950281740620,2.73704125960081
2.09564243954331,7.80946131409960,6.98027235230822
2.01571764568225,4.90004493107080,2.42405548513014
2.02852458297374,5.34173006477062,1.92085425595874
2.00432618769952,10.99307819046820,2.55118509801027
3.01449231154276,2.86191755308130,2.52806081544660
2.07355279278700,3.32341058652322,2.19131261754219
1.69514567094908,7.97826284382084,1.58887917669832
2.03919156191646,9.92240216177652,2.04457273896610
3.12788384825311,7.38823263463191,7.25074967234487
1.91501699642762,6.23187868014100,1.45733735136899
2.24457141531896,6.22268208633659,1.88957785302416
2.02237093865596,7.54278620254020,1.52142287546950
2.26171223386809,10.66777710896500,3.09370241230936
2.54402859928934,7.38688760726570,2.66184264147746
1.48288892993112,4.42480296921846,1.56560210046378
2.06378696258339,7.15422634943453,2.49803477757228
2.43331241793849,7.25663586321940,2.55826760571351
2.01473884360230,7.03615563440450,2.13289578615091
2.27363368552402,3.31020054830810,7.26807583436783
1.89518382827273,7.11682054440758,2.01619909333281
1.23638507662251,4.37942730952087,1.51861493104995
2.50034065045332,9.03872982938961,1.58791603551937
1.83615847877436,7.92191431274532,1.35289526752259
2.60290251779781,7.31985378762502,1.97285171822575
1.96415013733643,7.96585485976860,1.49983015457436
2.32600130697960,6.90846211650270,1.69028536792399
2.25020179366449,2.79948968472885,2.00576610863082
3.27415998742986,5.04173931837340,7.12853190650555
2.26228354474925,12.26366147030170,2.62014554617019
2.04798590636738,3.75712508154293,1.22033361436568
1.30401769575277,12.04166383056180,3.51993077638294
1.69063956309911,3.45987621530248,2.70876708273630
1.53441634120599,8.38163002215580,0.91178720763101
2.43852806580554,6.33814188400727,1.94394620329396
1.76993128621548,9.57915216473429,2.31697505729219
1.83552223582273,6.33368147045706,1.49376154372301
2.31355497331062,7.03684784696584,1.67511571769448
1.72002933414527,6.58181826194915,6.89006083089964
1.53499950960169,7.63530111066357,1.22801387934601
2.70424073278478,9.45047512566210,6.99163045690016
2.74985184358040,8.98105660703287,2.67496662006543
2.42305085168173,7.87728333606606,1.09282568902936
1.97546821256112,6.14703903349722,1.29625767817193
1.28236829313357,8.26754597874362,3.19818186268692
1.80612185116115,9.68507742452190,2.77759685172085
0.93219990700537,6.48601250567112,6.91679657324965
2.88770226200396,10.01494872936410,2.04115392822996
1.78568050400253,6.83837998414527,1.98454800113039
2.46614773022484,7.84414961634458,2.21524578357416
1.30268450040117,5.68224488535820,1.90926545389432
2.46680783677370,9.25031514740991,1.61179661905607
1.87173218701493,7.84660127800890,2.84808705719626
2.01850130842482,7.49023917420140,1.67490743155002
2.38405377560591,6.37307884960264,1.70352835912051
2.55246667483378,9.00046472619860,2.95946657812170
2.50353878339696,5.56468801160633,7.09768585756140
1.07876554026321,5.17218553872773,2.16613269602721
1.01143819260878,8.02951587116390,0.76558307616998
3.05711556401165,7.09582264499883,1.39799020274102
2.73384069090786,7.38005792434250,0.91585760083961
2.08373623889010,8.49336134630600,2.70506885302007
2.15101597089660,6.52064831170384,6.79368561937421
2.32340350238554,6.45865345511740,2.64834213206288
1.69992994136628,12.18168789635530,3.20543710308806
1.70842617333027,6.46719107905573,1.44289114737304
0.80216632925397,3.16807095202751,6.75503374581874
1.57751122383798,4.81208666448260,1.30636937568643
3.39560961395595,6.42702532315721,1.41218870433869
2.36730113491906,5.31104840384342,2.43887605631560
1.58584799985957,6.63278649921301,1.48831009415021
2.43484644270545,7.93671330531106,1.86282836508069
2.18958581764391,6.56961967084965,2.79822465969958
2.51568856575508,5.93521576832700,7.12186054968312
2.38201448544040,7.77769390794113,1.88383256338706
1.49357089056404,7.82340647165203,6.93439672305086
1.62088787717516,4.46906543271860,1.66986826488337
1.14680452660838,5.45788708984485,6.86162340197396
1.94918531809321,11.76310242505350,6.94793920405273
1.36066159652009,5.89975793231498,7.05473755490090
2.00949509294012,7.92972421156835,1.33364704357181
2.37869898532474,4.90737543179190,1.57249091047295
2.68582020114306,4.26786225666320,2.53851013042308
2.81920777388062,6.54133653866231,3.01171618116060
1.45987679582611,7.31116865717430,7.04393786132271
2.38584595002222,5.33493013306888,1.71146352024047
1.46861606488883,6.70433302228230,2.61347964654271
2.76118272303042,7.75174258037168,6.83849857610286
3.14032567367162,6.73945161511930,1.14332118723430
1.76224820047299,7.59760003309813,2.71394950647568
2.32221998071288,7.77923651756840,1.65650595196737
2.26981798976838,4.03154077478750,2.65467015240670
1.73257466510131,9.43955431344939,3.91379511084536
2.80758652261406,10.20171385415380,2.68287095085281
1.53557578073337,6.80969874873754,1.68751550830195
1.23823633851088,7.21424051059010,2.43607438079442
2.65082383407538,6.90577011165329,7.01664645192783
2.32084663135691,9.61998166602710,0.51424521964976
2.48279272661893,7.73203374993048,2.26609409700297
1.70017643887952,10.17705836356040,1.86289129319883
2.23603489312280,3.66821700652561,6.86900202888586
1.27578325412528,8.45291415151470,1.89287123681893
3.25083921002963,9.27052640666035,7.00388012281745
1.86616176932717,10.81459488927040,1.76506629682690
2.53928835924187,9.92221360443705,1.43358092476275
2.27084438645515,5.94348312464005,2.13141239509521
1.63019495323143,5.72903760638557,2.01226008412193
3.09527343080036,9.02028075812700,1.07074315435614
2.87485858457945,5.54951048974330,2.81401515400702
2.27468961587469,1.67031019069380,1.83244837691157
1.98132963819393,1.97205844815077,1.21886023379207
2.22204557603319,6.31814653529291,2.55423986548256
1.92772053459135,7.59039978995329,2.06664756802114
1.98756661450778,9.53500059465526,7.38697336100589
1.84824793647668,6.74541917149020,6.78680160418815
1.59101669671957,7.24950270275848,6.93444838104756
3.14328139429017,6.91316173982352,2.20769850563667
2.03438935549845,6.06034847639593,2.65152968753814
2.28451455240634,6.53523462679995,1.56254962821639
1.08096921443104,7.29961003401533,2.75978464309013
1.64355582687403,8.62930875741980,2.28032081020657
1.96774025703269,7.61432399157420,3.13533323584174
1.48174215366874,10.34927730314240,2.48292532759316
1.81386724164805,6.82625172955586,2.15413422900486
2.09966708756740,9.47953140127810,1.70402014326445
1.53801649408957,10.54549364703190,2.47214948679448
2.92667554827225,4.70987637376561,1.84520566259463
2.51524364518488,8.00719365307730,2.05509492666249
2.48644153659004,4.21769355405547,1.82914786747243
1.78837911086311,9.51037335048439,6.70772812005222
2.33185905441709,10.58806331445910,6.70441074443582
1.95874251878157,8.65299850740568,2.54045413699917
2.85394659682813,7.41923598045945,1.69795030863864
2.52355816570920,4.21944225760315,0.97765160306060
2.78771323328350,11.46062535166740,1.34914915525346
2.17272920648353,9.69347053053580,1.78869072207972
2.76454200676900,7.10281669746000,1.85742247604987
2.19201115544934,8.05530973603140,7.10962093017448
1.39004165876188,5.22412184073400,7.26252715673910
2.58779580967384,10.89324914414800,1.63669258891987
2.15410817109652,7.13535756761370,1.79197776345277
1.78644259702859,7.28643887969180,3.02304085792340
2.42661381294153,9.36364259819990,6.93713927232430
2.07849290957159,13.62083475630860,2.75168150703832
1.80990530114005,6.20431622223922,1.31087097397681
2.24762235063464,5.47053594855952,1.86027359222443
2.50966944651448,2.09810610734294,6.95988707030373
2.00994367981209,8.05111001147809,7.06112974574672
2.09879562534217,7.50264217709630,7.20234529956394
1.91170383554336,7.71107166491106,0.69734700045366
2.39057916851300,7.19868683241500,2.27926678115368
2.22070897996998,5.60922866003833,2.45866759823133
2.02068007408304,6.10640416431848,1.92119680582635
2.31400178786302,6.90764774422302,2.10630775016873
2.04680040672580,11.76954101261950,3.05411858144616
3.00662137341058,1.50322500022796,6.65199878134848
2.07251834174536,6.81846290144860,1.61705405381188
2.26005427682232,7.77865937876660,1.89022296304053
2.01279317431436,6.48056922998745,1.84048779598887
2.52509356188241,9.02801878161150,2.25623364357902
1.77624441588668,11.86693559485680,2.38672050388090
2.03507517061527,7.35654525428532,6.80244868904486
2.54348089757830,5.05453000000000,1.70092233625764
2.15266976980435,6.13403870136016,2.16715035771552
2.47664685501648,10.78342418208810,1.68711499365499
1.77093055295292,7.18315815338379,2.38865950978403
2.26939003734431,8.15426816916090,2.19123042824140
1.73497677440032,7.73805054979410,6.94539514700081
1.34364392158439,5.75571581299770,2.42229537180238
2.34826272319738,10.11532137718200,2.51142748193901
1.82069552696300,6.72399908848890,6.70408394456509
3.46087337166565,7.53214859952442,2.29773035288159
2.41742166194899,9.01381692100980,1.67093538265054
1.60829556683466,6.91121966646280,1.78485350151720
2.08986929503723,2.27658277096330,7.17339583926424
3.20846403560370,5.83686659630720,7.16027347780687
2.66822919583576,6.26375529906419,6.63268054056893
1.71170599763228,2.11445918803753,3.17086754199293
2.63560760139699,5.04324678667575,2.25767163562177
1.84546734203330,4.78653366606550,2.52541058909230
1.90979423040489,6.34047478330866,1.45002381941388
1.96692154764627,6.99748211304357,2.26287136956303
2.38083170193649,6.79882926036290,1.83336685116079
1.99625336667747,6.02360691054167,0.96545104944586
1.21818460599341,6.43459656235523,1.84972612750279
2.37356962711663,8.05270300286410,1.82866689285643
2.19015765558771,6.45638362676143,6.98952902869193
2.08247348426154,7.30275238370360,1.97409048599264
2.93132477759507,2.58690204711346,1.94815353275599
2.18164092684499,1.14584725902350,3.29050906560511
2.26248638593818,6.03902560531578,6.90315583274167
1.83369982469180,6.31631721923803,7.15680677054030
2.39212049905407,1.49693608031709,6.96107578686935
2.19801913563498,10.28650449754650,6.90711311608038
1.67016969012579,5.44204988425090,2.24729181114349
1.75053565500527,7.60379047905829,2.37405230828882
2.09865334426944,2.56879670526268,1.61926508250540
1.77401514060254,7.54793987234119,2.20459712287534
2.23154284537892,7.80258774753850,1.34399706224429
2.20021523492719,1.14164543495133,1.78098073162015
1.86483387421369,3.87299635437364,6.87296856755337
2.70608122802863,4.46508856820063,2.67507838001948
2.38219257468020,9.76158717495255,1.62555635866847
2.88331600311943,3.28139953337450,1.67695400985168
1.37642605791038,1.44067117359453,2.16726821448642
1.47622787914329,12.39044463432310,0.82840713755415
0.89853661138551,9.78308558293700,2.12924146288816
2.09927722004195,1.10126099216493,1.62117830983215
2.16779279959381,7.06777299459293,2.40994080952053
2.69040322282948,5.38521358483142,2.16577195834149
2.09751897663518,7.00969219662760,2.63579412069887
2.75889634562612,3.55325943699996,3.27630009082581
2.09589730274306,3.23240166542482,7.22856744267529
2.09638537658340,6.40766321938797,7.31534751225410
1.70483102603975,5.35176129723834,2.45472620925226
1.62080664014117,6.10795516531312,1.99675157671123
2.43748631286959,0.95491915724368,1.75482851874142
1.22665801938000,2.50112730612935,2.03541059952133
2.24693259562961,4.43618323769816,0.94015736284319
2.65337519661235,8.35256757985370,1.65584488208742
1.95581462641024,6.20187817665034,1.31166369656617
1.96725454483370,9.53075193197650,2.61709419358753
0.77764658399238,4.34912059761147,3.42767166217759
2.30151517397013,2.65482174480450,2.22731183626052
1.57751920547382,8.65576446416760,1.78201468673055
2.03751023415854,2.41005699156544,2.33693144971163
2.01762712647524,4.26185695815353,2.39720333920260
2.17191138610108,3.18896592777629,2.36584038651811
1.76651436761031,6.81729557344768,3.69009340005842
1.13209324272066,5.60123000000000,2.08530445975812
1.12034790778305,0.82585937226636,2.72011447671169
1.98402410085154,7.85161047748012,7.01962070484084
2.27505779213460,7.71029113848780,3.43925618728476
2.65004860897728,6.43445308882552,2.25634315957494
2.95846062456223,3.11332643857582,2.66978027964615
1.77250007652616,2.29589637053870,2.78902538971571
2.20254353764321,9.89398732969250,3.26728697254705
1.32377062299707,1.96103999839528,7.43047500343346
2.28648642929057,1.48057479202360,2.08171079816493
1.99192136789855,3.86100998438952,1.77513350097912
2.39907652110376,1.71231545382924,6.98256421167629
2.47559722165567,7.70825861707904,1.31938093180912
2.23852364362086,7.34461065185139,7.02689419580272
2.64162253704587,9.93356497531260,2.03403881621987
2.53823514702601,4.32225105822712,2.45673267489869
1.12607780607257,7.57016789410380,1.69924355184427
1.83608967999449,7.65618883343170,2.65648291734011
1.64790665985435,1.37846051180038,1.93338312782762
1.59243936435850,11.87107841692550,1.04330632902441
1.05089390696428,5.31948762044751,1.38096590624482
3.16397726348905,2.40877201225731,2.11704305403985
2.35627331721033,1.61196256793090,1.74158998025814
2.43584109274056,9.14934162302010,3.64123382061210
1.93380656546327,9.61607899650855,3.04597305048053
2.15456515005777,8.67885268863670,6.94947346451425
2.05230844479437,8.76946002555160,1.93495462586365
2.40236020804022,7.41738333116484,1.63400569600956
2.31047446045471,1.52020450067284,1.82403014371578
1.45864631340917,10.67813181274820,1.82675987224746
2.56565947181227,8.79580544428500,1.40772488691234
1.88560543333878,4.39301239719917,6.91660482980273
2.47518544127551,5.89145822145576,6.95270334761174
3.21402353098527,3.01250772589056,1.46875110732058
2.02097127420791,3.07355943109610,1.95185997040141
2.92927685106683,5.44817762387300,1.34135450477923
2.22195457671821,6.79046845122290,6.67062768289039
2.24694929642210,7.61070871615521,2.10586209567620
1.95744288647390,10.14415726154230,6.70488405152019
2.48736702646307,1.46353430183712,2.14687171762713
1.72057830249953,10.53687260997310,2.55045647829767
2.44342928035955,4.99422972293928,2.00663905079788
2.60245281345682,4.86294236686380,0.75780495963451
2.15718728403373,12.33514596689490,1.64455455730508
1.27664151237825,8.51943191035160,2.44860104303116
1.75908667310315,11.32551622635980,1.47176902294700
1.99774813764977,8.09566408606490,1.34678293925334
1.63600740319556,9.54076208237880,1.34674035298816
2.71504341865129,6.07594092589485,2.03810616800309
1.71520232566934,12.40639749410540,1.13089233671284
1.82217714973271,2.86850230856466,6.90669013282423
2.23442983036948,2.78225113600354,3.37129373947763
1.74518215693591,6.94506834304012,6.81736004983057
2.09547381243376,1.49140551295340,1.76222866604644
1.73318947182898,4.71053696250660,2.35204224349104
2.63619080704596,1.57610402026329,2.02962996194531
1.50990577794506,8.87101291868000,1.56382728659157
1.47546572949186,7.94306693493520,2.43252693447801
2.63935237413049,7.80152718221490,1.44673271659273
2.59903203743916,6.12781939868059,7.22712260889456
1.52983611084584,4.03032599925380,0.93533821006469
2.54412554989147,4.48452718472289,2.44014962203349
2.70563252578382,5.04643211382575,7.14162727227310
2.23804081225747,6.14544917427903,6.67767167764501
1.86062519756474,5.45767211573901,2.47489801461637
1.81932936689676,5.02093971635762,7.09013116530561
2.34895711551984,2.73321116103051,7.08350696549582
2.26394291979024,8.84168859948600,6.73383325386105
1.33069995364382,2.25256383789675,2.39580670328587
1.76819550625609,0.83546278852521,1.60000665576720
2.42526261921916,9.46335436772860,2.15920741917457
3.58911915558606,2.96077160405892,3.40274352663631
1.79225205974039,1.11677936981643,3.17429861605498
1.80142788041958,8.15114858500760,1.26121177205980
2.29025580714392,2.44083876369064,2.97881870385778
3.18629623517170,10.07555258359190,1.19745111899894
2.37544851033617,7.85668279561581,1.48341261145070
1.96639215917864,6.02340000000000,7.50587885444573
1.85038744236757,1.02062166084450,2.71350863567516
1.67691307485805,0.50792403156465,1.96069833831199
1.95521482613091,1.33195519048043,3.33526439851582
2.85031324145873,2.66126592418119,7.36872812742456
2.15550979187066,8.90231238298520,0.87814500909366
2.85695517401178,8.68401336927940,2.53717653457680
2.81115334897862,4.14788624211168,2.19958207675274
2.07400690183636,1.43345759740411,6.92786079045566
1.90225520437309,9.17727244864066,6.96175907624877
2.43961901750154,6.90108863238794,1.80764246141229
2.37787893568290,5.24810474411134,2.12975573676563
2.52532628628763,6.29186710810314,1.85013642148010
2.46563302474451,2.35739592473209,1.90264394895679
2.73144653921852,8.79206580346811,1.29687075466799
1.71381352832674,7.84777328891000,6.62473887737972
2.07624623869183,5.79959943864410,2.91942624269709
2.46097866663788,2.89140476035669,1.85723439047829
2.20173591058656,10.96487455639130,2.00977017763668
2.80205519026538,3.28879156911004,3.14969839830785
1.61816794629839,1.65229101880474,2.15245951143388
1.37821017221414,0.75644032977244,1.59856387087566
2.85954745034183,4.64199865812457,1.16058575929703
2.43852688710322,9.09922695471714,6.98590056991382
2.65440842281109,3.75455027999229,7.08281588137040
2.22640116825369,3.19954989788659,1.81534972921326
2.73881863285844,2.23287987651537,2.96809929029168
2.50685991939039,4.14280153302468,1.96105947426266
2.86236190705560,3.11886192938649,2.02238058929567
2.84242571621294,3.34117980451162,1.88754145890062
2.82012406924349,8.12611188409890,1.93767724382889
2.29946135801281,8.77174226024690,6.91680227041874
2.23000575751086,7.97835077349081,1.65514045598465
1.49518674367799,2.66381481662840,6.97596269630960
2.32645349628568,10.44928477810810,2.08753952517224
1.96457681390921,1.30168882703472,1.83224632762761
1.46212777173935,10.20856737086310,1.80884847511075
2.09765334196634,7.04323714800810,6.78726223754202
1.72533614278705,5.00335846589715,1.57938965338956
1.80234623646462,2.31927661308399,2.54977051198584
1.79032877225902,2.68916127073940,2.95914499406873
2.28318329644061,1.21362866370181,1.68120127375516
2.09928090397079,9.89583420425790,1.72487297241103
1.95796442577895,3.66241771429578,2.12703460098668
2.22281369469458,0.80719996282512,7.09555560718963
1.40213137772331,10.84691716861000,3.52417298418782
2.34371986977723,3.11171271451375,1.72357996328764
2.29403922310339,8.66461392924426,1.89598084741054
2.19149778698966,2.11823530931553,1.99644958707894
1.80323330909058,8.77930685137865,1.99247789592310
2.51245710225247,2.16024543571855,1.50246844466292
3.23581947944974,10.81848261762240,1.83444660093130
2.18872252453911,4.69155314248252,1.99588646210997
2.09698133573344,10.21698045860540,7.05805456714483
1.03675582006573,8.18313086463630,1.53512542506930
2.24399938761566,9.20141827274943,2.61497753658262
2.58138086225416,4.71159885739300,1.74322687451966
2.36864542889004,1.73110395612466,2.13474158676996
1.26961431883356,1.20928014433589,7.15598309390735
2.71403080945386,3.89006316342903,2.28390389555242
2.22447979199810,6.17503378394110,7.13173366220604
1.90391454250432,7.83004242602790,1.58323820784911
2.19061182281785,1.82322790253920,6.90764993646530
2.20517363859055,2.86521205900708,7.27198742088550
3.37003715811388,2.33624188900203,2.46075993419885
2.27919345456322,4.15882704964687,2.34433683915829
1.70250632551521,6.70515591232470,6.92549579674775
0.86460648236959,5.94797321167202,2.22416344600630
1.71893161329832,12.08624612051610,1.26482639594935
2.02350292498343,4.50313435252244,1.82657056463869
2.31055441519651,8.89053735784187,7.07500906575668
2.16321949337802,1.72796077378835,1.94996859608151
2.63234164328271,7.76989901880350,2.38652582685988
2.57418865138092,6.27452196425778,2.11252891886576
2.56598927058960,2.81550001509318,1.46598982664009
2.04511139723341,7.33423992514770,2.83547155566484
2.02660079692963,12.49516532510890,2.44294827554750
1.98648314965081,8.92769899737750,2.57528385371155
1.85868217748774,2.46083096326142,1.95275082589139
2.29745390335109,5.56144063079028,2.28261548883754
1.99635615367905,9.31100451501020,2.07370339066135
1.43931962886828,3.33053392846760,6.79992385849426
2.09581028390478,6.60161549880530,1.69609707566283
1.98801477587092,7.45468060682770,2.32235708961421
1.91645745106680,7.51284674192760,7.04379930230551
1.77721351551370,1.53784488041618,1.38447986614054
2.68557805693187,9.17682380051987,2.02814153340479
1.64347408622342,1.65923576262449,3.00154391803280
2.09836977258631,2.84433778958679,6.79671954585180
1.99328058597595,7.63604241987860,1.91308303643351
2.08691949083606,5.35283927394885,6.98786730434118
2.34969847331674,2.64456599954091,1.94637409868246
1.90221343420647,8.04939004137410,3.51846908958577
2.32564637357020,3.03078265020774,3.28766941435175
2.63074503228797,2.31525267896073,1.78847484039791
2.38522539517718,12.39350635765080,1.24609967808485
1.56841891924481,2.33971369712147,6.94434529780838
1.21644521792476,6.26289752664675,3.24255161065257
2.74016647763343,4.32149295032100,2.53870917471326
2.20607692754967,2.69002332512257,1.62229333401107
3.11872407925337,5.22720901347983,2.62319234083636
2.81012170380269,1.75718013957875,1.75009885785872
1.66463674178115,14.22448000600470,6.93796197659798
2.04314026373359,4.75996591808490,1.97515022848561
2.59976209026333,9.49414459387810,1.85495156191882
1.62358332075276,3.78949631609170,7.04005836321230
2.79259820366751,5.29212224426010,1.47551348703332
2.47985656260387,9.49822371973700,7.34256345016007
2.32198774674750,10.50695631797160,7.15888573914748
2.52842297724874,1.93571621631113,1.14321364326864
2.66127494230211,2.69788849029033,1.61964639352553
2.78344167137709,3.21159588133550,1.58952524152255
1.12731282452969,12.39503433684570,2.64814817200460
1.94192156342901,3.78355293913773,1.77069015126610
2.71809819105445,12.80528032188400,1.59103326292497
1.50902485359208,12.78684217213750,2.03008580073618
2.27059357178553,1.50724332469828,1.68548289281490
2.72028445642732,8.17223629983570,2.96167141965604
1.97505971054901,2.39713256763483,2.15812146535143
2.92167280486996,2.18458483753276,2.11481569531323
2.45680376791574,4.77106294674016,2.72965973351022
2.15244765184592,1.67368218038628,2.12131039107315
2.81366821483980,2.84477341733571,7.02361743486146
2.17588669350960,3.33017712508124,3.25088477225069
2.25021089142007,1.34744817610670,7.17352809920529
1.82660503961322,4.83963335169322,1.88188683969943
2.03350304935919,1.20474038373668,2.08236380777965
2.35323333096295,1.15143235876972,1.52775108151530
2.75116106552312,11.61253540068450,7.21670007585835
2.67793118450754,10.47855536326930,0.87624008526828
1.39467755402714,2.11911036368885,1.26001539640489
1.66681534735878,2.72817827278320,2.30381788575437
2.05176233366582,3.24664829700292,1.89535476246188
1.75393969780418,5.09462813351028,2.71682953519368
2.99523459073877,2.47041314371740,0.82592277485002
1.74760544753278,7.72947378458950,1.41815636264066
2.08151360810891,1.48445046096026,1.51368420956665
2.31926040948498,2.68728523930879,2.96667638769748
2.01605500617859,3.48129965123699,2.35236477556284
1.39863572295195,5.37546400000000,1.15250758336740
1.60441345108136,10.43265616087820,1.84638327873166
2.29726440212877,3.50002929988494,1.74564308254509
1.78558105025145,3.41181007189528,6.57313024845441
1.60310943270567,5.15553491357180,1.69361783265697
2.16286870838337,5.45129265902406,1.76422563779982
1.49783797321139,8.50941462701540,1.46527518800665
1.48542292332345,8.93723978877660,7.03581613532601
2.00905917535441,3.56702739556465,1.00444015314082
1.51132434842204,7.36336828064330,3.17842376311216
2.84742137111129,6.88044633658470,6.84420493837498
2.34031615785820,3.44654160271512,1.66288713935489
2.51248838037728,2.95911745025935,2.19551428280908
1.61801677425769,3.35869790592837,1.55263288823192
2.47323280823186,7.18408500605840,7.29057239094395
2.63142269478169,1.39927191405540,6.64842165119611
1.73127949324608,6.01222056828492,1.70643809712208
1.52012264794572,6.23785972862038,1.78717113631041
1.98856910001317,5.37819979178672,2.76609469087851
2.50282239820957,8.53974881387670,1.86735920290721
2.48023925429279,7.75037273770330,6.88117109164760
2.64433988547058,13.48493586092450,1.09474765443821
2.17685010827070,7.54717597398740,2.23084037978419
1.70619139119399,4.89867891433830,1.87316993476826
1.42158585867022,3.88469609393838,1.94484514079065
2.09195407492298,9.98737505188530,2.08904029409763
3.04262715861728,10.29369082058530,7.24390895148155
2.09651702706409,13.79557544449220,2.48533693521314
2.44563454407637,4.71235221344327,1.74853249883947
2.52558336544421,2.82878966647238,2.48342024424900
2.28339725920108,3.65803940570668,1.94345034085406
1.42652793000768,8.23035696728300,1.03414261526746
2.15072951931796,13.16012560812220,2.43435063085309
1.66042262011884,8.00419974972470,1.93253662946547
2.05718867657228,9.52021945225770,6.99569082034586
1.44484966673575,8.49057693487480,1.26133113660804
1.95520271938163,10.64240369404940,1.11824307483126
1.27666678998494,6.73995790108950,2.05572838912423
2.27859223785111,4.05385814958883,2.49834448179012
1.33293849246988,2.31870603053602,1.83981264432691
2.42796967670198,3.46658497882317,1.10236201864857
2.16866023533602,10.12639048697380,7.17282037146128
1.95116765880386,5.75274277353973,1.95754445087004
2.49325710534596,3.15961093714155,1.65939474312614
1.39435779999045,3.22262956340430,6.88752362917010
2.03605600641085,7.77720896459740,2.07182359170031
1.43965483824657,8.67069944724640,1.65441728799214
2.37881993495297,6.73109181724910,1.27841671231437
1.93231736891073,7.00477216805060,1.69958396125548
2.09308660977096,10.04774823149290,1.63881468055364
2.09971088611884,6.18102446192955,2.72102365406392
2.62039187372003,4.20510628530750,2.61935634952587
1.88973986708530,3.01676911148709,1.83632099923379
2.26140447518954,3.94552759519044,1.65551887897616
2.62608137106494,8.67763776425430,1.07864894359459
1.78923819925045,4.04706514253513,1.95984257430504
2.61762068245647,5.89032496177020,2.44309644512377
2.98961076229288,1.93822393136271,2.22085771036729
2.86741468997392,7.49916614982150,1.01508088123683
1.43250176490203,3.05863620596726,1.95672250109569
2.09926392725553,1.53295902995767,1.30051112709843
3.28125511165739,10.87100088586780,2.05666465947135
2.36139554515749,2.38691591021624,2.81122382745027
1.41578227414383,4.02909353670250,6.86182927646168
1.79294725501170,11.57653719738550,7.06003661693278
1.21753626548596,11.48229648550750,1.99977206824892
1.49969265650055,2.75597925184439,2.38126333868961
2.72384493299042,1.52858551448404,1.85204859173176
1.30425132520930,4.28776214240827,1.95472012095091
2.17554896628491,1.79632132058064,1.64388276614029
2.45254644665207,12.49446041589910,2.15635523801459
2.65165215513617,2.95297908374874,2.14625168838668
3.03065549313197,2.00500583495596,7.06255905658531
